id,name,ISIN,price,quantity
7900584163,UCLEIMB1KOV,IOYE774HN226,,0
1023832481,ZHSEILG1367,LU2NTWN166F3,,0
9115087211,EBJAAFY1,PYKYUC8P6XN8,,0
7992667344,DNWUPMD1,REIYCWCNHOE5,653.63,1779
2772277237,RIDOAIH1888,VCVT0YGJX6I5,845.25,5272
6105774153,KLCUBAA1,TJ8SZN457HW0,407.72,6058
2307060141,GVEACRD1,IDJQ3ZGKROO1,485.55,6052
8375462580,VRWASLU1LEM,TDI3HWTKSEK0,,0
5608096458,BAZIILN1025,CE09IMBL2K83,,0
7451108860,NQZUADM1,MTCZ770L2WA5,,0
3786307487,IECUJPG1,GH1XYGPJ0J86,,0
6127574013,WMEEUZF1318,MOKTBCIP8GM6,,0
5322301140,WHXEPNJ1,MLHNK4Q7NV96,,0
3608956473,OHQUMQU1036,ZMYHKQ1IPJI9,,0
2654304639,YOAESUQ1534,UYW3XM7SPFO2,622.37,7542
2720414848,EYBISVM1,HKP8AXUDYYF7,592.49,5980
3552359277,RWUAAQT1,ZMQBO3DSW979,220.45,3443
2664204841,XYEEKMT1,SDVB9278WE62,600.89,8289
2697379305,XFCOYTR1530,FXBBPXGH0EM8,,0
6122061587,ZQHUGQW1,PRX7JP59PTJ5,,0
7719265959,ZWNOIQA1400,PFEYD6DQ33R2,200.95,1382
8583265467,IOYECRG1,SC3EVUEEMK44,,0
1332521618,SGZUBDZ1,NUCZG8YN9ZU5,687.94,2882
8405044030,SLJIBWI1,VNCRFYBQ3EV1,,0
7203610071,EINUPWT1755,ACQAL40DEVP6,,0
5677081940,HRKUZAO1,DD3CES3A4OO8,527.04,2374
8886972708,IFIAAFU1,GDX6UEPKTEJ8,,0
8525320873,XGYEACD1834,NR45519YCQ00,494.92,9873
5275133801,NJIODEP1,WSTURA24AE69,,0
5595495865,FCHAPGA1,LVT4K2DFCB12,,0
1192924012,SBMIVCX1LUJ,NL0F0R429BE4,,0
4430385586,ETEOANN1401,EEJ1ESR1CRV3,,0
3826321199,EAEAGHT1,BSN3YOUHG644,,0
4279261368,QOCUPTD1,HKO3YF0D2BH2,,0
4652644956,KDJUBIZ1,AQOUUVA855A5,,0
4218880732,TVGICFQ1,KG32YS1QZNC4,978.51,3991
2408646859,ANEAMOT1878,BL8TBUC2F1B9,,0
3545136184,VAZUBSZ1,PEWQ58A7Y950,238.64,9679
3269655363,IEYAMWZ1,TF3WWJSYA3N9,,0
2794253199,PNWESRG1,IL95E1IT8YW0,,0
4285438900,JRAOVNX1779,SXVR2N8HOYU4,,0
4367533727,LFJEAFY1934,GIPCFFLA5O99,,0
5641463897,REQISMS1,GI6M78B5K353,,0
6948232552,NQMENGT1185,LR3EZ0UMZV96,,0
5921767559,GTBUSAY1,VADW6ZLQETI4,,0
9645033506,IDYAYTY1985,CGPLTSHB1O71,,0
7279034579,TWMITRF1871,JOX4SPMPHSC3,,0
6458870064,LKPIBOK1,KW3C9N95HR56,,0
1519498515,HVAENOY1QUB,NIYFSL9VS170,,0
2504553983,YZVUIOA1,FXF16R95O1B1,,0
6075887688,WOAEIDN1459,KYFNFL794B81,,0
2719691794,FNPAAIQ1622,AW8YG91L7MB7,,0
6195661765,AKNODKH1967,UGSQG3U1LBC2,,0
6357511740,LCHUTCH1617,CO0S34I8XVZ8,,0
3137568778,LTNINRC1LIN,KEXA67F91Z68,337.26,6818
1051052542,RABEDOV1DEU,FMCKDX6JUCM8,,0
5058996348,LLRESNY1,PG0HK68WIZ34,604.26,7272
7134158101,HHPOHKO1,HURD23A27GG3,,0
2390732273,SHFUSUZ1419,ETDMW949XNP0,,0
2549211759,AXBOKZX1,VISG4PUTAWS1,496.31,4828
5435736803,WHQEMYG1,KY45B0G7QW35,936.86,8346
7502132431,IJAUGQB1,ARBNZEIM7ZG1,,0
9272605845,TJZIMWN1455,SLJVG9U9W304,,0
8321840429,FLPUBMO1,BW2SCATDPW96,,0
5125416014,AIDEYUF1,PWTGBZUYBK39,,0
8624597182,RQDOATE1,MEGGUH9PBVM1,,0
5062937373,DJBATHC1,CMCQ41U6QM40,,0
6318170096,YDEIZRI1LOY,CVSTEWMVE7F4,,0
1364067481,ONFOCWO1,CFJX6UGOQ1U1,,0
8766151763,THEUCEY1,CLQQ7GCRC7K0,417.91,9860
8096466366,BEJEEAK1,CEH1159EMX23,755.63,8275
8548572457,QFAAILA1,VU9T9GOFQIT1,,0
7552411767,KHTUISO1277,NR7NMNGKNPZ4,,0
4636427900,CERUCLL1,SUGRXDLOYEL3,,0
1481054539,GDJOIRC1,BBETMTTGOWM9,,0
5573255275,FCEONRA1,LUJ5K3YZYCD0,,0
7202712153,KSVAASN1AIM,LUDMIL747LA4,,0
3547843379,GBSOOMP1234,TW4EYM0DNSP9,,0
9709038783,BWRUBSB1,DDPXTCDL4XS9,,0
8608477602,YGWIUYD1,SY5KSLAGIH62,,0
5935270280,OWPIZRW1,FR0WHR5ZVH34,,0
4818027011,PRWULYN1196,AIN02IIQ5DR4,420.05,2651
4922535308,INDUIDB1380,HU9UB9A38RH0,,0
4075765033,OYWEFJX1,ROSF640Q0S73,,0
9184341565,CSJAJOE1600,WSJ7LNEZPYY4,773.62,8733
1079615454,PJUUADL1,FK1DC8SOR5E6,398.66,1672
3448899820,URGICNP1,ISQVGI026GM8,277.43,8000
9292237744,MXQOTKV1634,PNESUVG5HKN8,,0
6237111345,QUPEEAE1,PTIZMFCYKJA7,,0
3863948407,MWHIPGD1AIY,MHHG7AVNYN16,,0
5306472963,OOIUSYE1981,NI7KJPQR06J8,,0
4173386254,HFDIIQP1,YE3BS1NVUYG9,,0
4055651806,NVXUITI1,RWNRUXZHKOY6,807.39,7868
5330446559,KMBETAF1224,NCQ5SYEUU7E3,197.91,3098
8020931197,KYSOSBD1,ACHEXEQB6WO1,,0
1342761308,HDTEUYT1,NFM528P5WSG7,,0
8591780096,RVNUGWJ1,CPUCWNCJVRS3,,0
9135620013,LRCAEEF1,KW2NEHKO7JB7,,0
9837429409,SQUEAMD1836,AZ9HWDRIWH30,,0
2233886664,XVNAMRU1,TC4T8RMPE138,869.92,5971
4841522717,ACXESJB1439,ACTCODWVLGP8,,0
9073701459,PJUOGQU1,VN30D8BP4D37,568.26,6365
7514493682,THAIFKY1DAR,NGFA8SICSTU4,538.96,1703
3766138526,VHGEIOM1,ZMFMP7VZ8DV5,,0
9360895243,LNRIMYD1328,ST8YL8W3P9R5,,0
4483176749,NODASLE1IAR,FXRTWPOKIZH1,765.65,8156
9165015814,QNJOSHS1,SCIOCK95K4W5,,0
9556123035,DCSEBJE1,TG6Z8P0DQCD1,,0
1845113349,FYKICMB1207,SZ6PGV9V3Y34,,0
5733623756,SSFEMAU1121,BICU6P8R35Q3,,0
7764069092,TFDEMOX1109,AX4UGAPE0L63,142.77,9381
8638206445,MOCUSRZ1,SG7L68DCOHM4,,0
8256164074,AVBUPGH1,OMRUB1RD92G3,,0
9817007904,QTVAGEB1623,CY2AKXDIZA82,657.47,3152
3389002345,OKFELSC1,YULPVAIRSN76,,0
1408264871,DWYOBGC1890,HT2Z2SW878L3,,0
4046483871,ACMEBHS1,NLA997SW1HE5,,0
5842276881,YEKIDOS1865,ER4KUIUHTH60,,0
4331068365,EGSOLYZ1,VAUBGT14BQB3,,0
2641539928,PJYOAMJ1259,SYBNSSTQI8F2,,0
9225735278,WGCOILV1470,HTBM5PB7TUX9,,0
9548039765,IKBABOT1791,BED3P6CMUVF5,,0
5719452149,JOQUITJ1,JMZAZW7P2RG7,786.08,1836
1227517356,SHHIYUN1650,STWY3JQMBFC0,,0
7408487202,OMLAGEX1446,JP0J8KBCQUR4,767.22,7646
9019288617,RHSOACB1529,STQHV76S0FM8,267.26,7469
8888838130,VBOOINY1,NLEYDFQWDKQ3,,0
5275935173,NXEUPTM1,JMQY9HB38HQ4,,0
5317827895,WZFIMZA1906,PYQP9PHLOD03,,0
1024800480,XLQUKEQ1897,HNYBZP1R0FM5,,0
9169945271,YJVEAQF1034,IL6QZH9GCPO1,,0
8987388242,LOTEPMN1BAY,GDYHEJDQVMZ6,,0
5993912603,VZBEGNJ1763,DJCBGS9OPPE3,,0
5963340062,NGGATTZ1624,TDA8S3WU3J76,,0
5945994027,WTTIPNE1138,BUZXYFP6ADH8,,0
8949099147,IUPOROU1,CHS6RPX8KWJ9,130.28,7545
3587944950,KNWIMOS1378,SLC2O71LXS59,659.38,7518
4933138786,SPPOBSQ1,BSF2F66GOHO3,523.83,8472
7629580135,QGGOAMT1,KR6W1JHHB6L5,,0
5011047422,VGAIECJ1MAT,EHM6LZTNP6P2,,0
1201385099,RIQOISB1909,EAX7376RDKF0,,0
2804088835,FKCOSYN1142,TNZTHG5V0KS3,,0
4918712839,TZVIMZP1,SOP2M3UINFC8,550.62,5882
7135185601,WOJAHTL1711,NZYIOPX0A799,302.86,8086
2813117650,BCIOMRH1,CD831VV0TMN4,,0
7312417118,SNQOGQW1,SGVHRIHLUYN9,,0
7087817327,INXATLA1,PRNT17M8NXF9,,0
7372550841,MJZAWFG1,ROOANIE8JLJ7,,0
2048653893,VYSOBDH1QIE,ICTEMTA2QYQ1,,0
1402327536,SZZUTLJ1632,LC5QUPBPGA66,759.61,9574
5593843808,YZHOBOC1104,DDTWQ7ZNAUD1,606.98,7176
5417436725,XVTUGQE1MIV,SKUFZ6WFI1N9,,0
9339455056,QFXINEH1,TOIEQ49OJRH1,892.37,8674
7586147024,FESATZE1653,PT5K0DL247R5,,0
5836440147,KTUAITL1516,KPICVS6GL3V8,,0
5363592037,RKOOUAH1364,UACPHK643L32,196.52,3749
7700890488,UTMUSYH1,TN809W4EMZO9,,0
5123833867,YCNOHRH1082,ST42K9UCN5M7,781.99,4016
2639899681,RTXOROE1177,TAOS7N5I2I04,912.62,6448
9623355080,TGNUMPO1,GW5Z7VPA8CT1,,0
1729094964,ZYUOLYA1668,NPPPBPM6AJC9,,0
1321548395,ACOOWFF1817,ALR4702R0O83,753.99,7374
2319662513,EWBOTWT1735,KHIBY6IVC8K4,,0
8083639570,JEWULVC1103,UGU4ECOM5Z89,,0
4074602967,UKBOQAS1,PA5JBZCHHST4,,0
2540786707,TFXAMXN1,GNVL0M16CWD4,,0
8594227425,RXUAGRL1966,VIU5HMBTQD37,,0
3207538590,TZOUGQX1,MP1P7Q6C8327,643.35,3910
7624981936,FUIIAOF1695,KZX82APH4WE3,,0
3137873139,UZZAEHU1,LU5GWKE0V9R3,499.68,6803
9951987027,CMNICVQ1351,HNJ8FMIPO726,910.25,8685
3356581924,RJLUNAP1MAF,ASN6TBM2ESQ7,,0
6891620009,EGRINUR1897,ECMNZLYXGPU4,,0
8444962788,WQZASIQ1LIA,AMUVGQ4NK6M2,,0
1352457717,VTBUUSB1,TO1I7X2QR9B9,,0
1350357986,SYRACFZ1YAK,ACNQJ5TDXTC2,496.25,4981
3188563248,RCQOLRX1,AFQSQBELOET2,934.13,5981
1019319564,AVFUUSK1,SJLY61Y32VM9,282.06,5207
8778804893,HCTESHU1,GH098HATQXP2,617.15,2385
9373754604,PKNUAXR1,KZXWRREIV275,802.36,7544
9570855646,SFTEHUK1923,DMK3CKGC1E55,,0
3464945384,FRFOMNR1991,BQR1D03L30R7,408.55,5889
1986476020,DKNIEHK1,BY3UXLZZSBV0,,0
9618326500,HRTUASV1,GRXYXP2OAME4,,0
7993630472,OHCEGAS1,FIWCVKJ81F04,,0
1021190966,OHAUKIO1688,GQYFEOVVOT55,,0
3193312881,NVVOESD1592,ICXJBGU9A975,604.67,7349
3927112842,TQAIZMP1183,SVZ6GFFXD2U3,,0
6391071070,JLSOWFK1,GDJB9HBKPNB9,,0
4043092162,PHHUILO1,SSDI3YPSHPU0,,0
5950278034,KODEMDC1,ZWG8HB1VODB8,361.77,8144
8567225472,PNLASDW1ROB,CCZM7S5E95R4,738.12,1374
6870530083,GXFEEGB1,MODGHIWRP7R4,,0
2712535994,HDWUPAR1,VG3ZQICZKGB4,,0
9054667891,HYVAPET1,NULOM8ZU9M82,,0
2422920744,VABUCVP1UOV,DKCJRZVUOCB9,,0
9278739684,QSEOKWU1837,CL5VPXMWQXU3,,0
8617663544,QFOUCEA1719,TZ3D7WCQ0DB4,157.72,4975
5026361304,VCWUCUC1,AMBX9ZIC8K44,522.56,1640
6662981805,LTOUNTK1984,CHBI6QSLK7N8,,0
3987725219,FZGACUZ1QUI,FJLHYLT80DF5,,0
6689738965,WTCACUN1,CSUA1OJ5C5V9,,0
5683367339,NICIBUY1,BGQT5ZOGRVT4,,0
3021619600,KNWIREK1807,COYJZ0I3YDD9,806.09,7141
1554500998,XWWUCHV1805,SS895AHCRTY8,,0
3514677967,TDNACKH1803,MLSQ1OE77FY1,,0
5250473999,SWCAIMV1543,JOTC25FNC4W2,,0
9458303215,UKEACYF1074,CWIIIN5CDI36,661.31,5219
6777944051,HHTUKIN1594,PR0NUD5JPGD7,204.74,1207
2925651171,GMSETWD1067,PAHOQCN3UNZ0,,0
4149940778,EVLESSZ1,SC7S8S8SOU49,,0
6912859610,IODUJPT1,MXZ0KY7X1MB4,,0
8132979734,XWWIMEW1760,GQHO7WD7VB66,,0
1678820676,OAEOVCO1,SZUMAE3PLG94,,0
